InGame,DropperID,MobName,Enable,QuestID,ItemID,ServerItemName,ItemName,Chance,MinQTY,MaxQTY
FALSE,100124,Tiguru,FALSE,0,1200000,Arrow for Bow,Arrow for Bow,10000,1,1
FALSE,100124,Tiguru,FALSE,0,1201000,Bolt for Crossbow,Arrow for Crossbow,10000,1,1
FALSE,100124,Tiguru,FALSE,0,2000000,Red Potion,Red Potion,40000,1,1
FALSE,100124,Tiguru,FALSE,0,2010009,Green Apple,Green Apple,3000,1,1
FALSE,100124,Tiguru,FALSE,0,4003004,Stiff Feather,Stiff Feather,7000,1,1
FALSE,100124,Tiguru,FALSE,0,4010004,Silver Ore,Silver Ore,7000,1,1
FALSE,100124,Tiguru,FALSE,0,4020004,Opal Ore,Opal Ore,7000,1,1
FALSE,100130,Muru,FALSE,0,0,Meso,Meso,400000,31,45
FALSE,100130,Muru,FALSE,0,1002008,Brown Skullcap,Brown Skullcap,1287,1,1
FALSE,100130,Muru,FALSE,0,1040010,Grey T-Shirt,Grey T-Shirt,800,1,1
FALSE,100130,Muru,FALSE,0,1041004,Pink Starry Shirt,Pink Starry Shirt,800,1,1
FALSE,100130,Muru,FALSE,0,1060007,Jean Capris,Jean Capris,800,1,1
FALSE,100130,Muru,FALSE,0,2010000,Apple,Apple,20000,1,1
FALSE,100130,Muru,FALSE,0,2010009,Green Apple,Green Apple,20000,1,1
FALSE,100130,Muru,FALSE,0,2040000,Scroll for Helmet for Defense 100%,Scroll for Helmet for Defense 100%,300,1,1
FALSE,100130,Muru,FALSE,0,2380015,Muru Card,Muru Card,8000,1,1
FALSE,100130,Muru,FALSE,0,4000493,Muru's Furball,Muru's Furball,600000,1,1
FALSE,100130,Muru,FALSE,0,4010005,Orihalcon Ore,Orihalcon Ore,9000,1,1
FALSE,100130,Muru,FALSE,0,4020005,Sapphire Ore,Sapphire Ore,9000,1,1
FALSE,100131,Murupa,FALSE,0,0,Meso,Meso,400000,33,49
FALSE,100131,Murupa,FALSE,0,1002002,Metal Koif,Metal Koif,1287,1,1
FALSE,100131,Murupa,FALSE,0,1002019,White Bandana,White Bandana,1287,1,1
FALSE,100131,Murupa,FALSE,0,1040013,Blue One-lined T-Shirt,Blue One-lined T-Shirt,800,1,1
FALSE,100131,Murupa,FALSE,0,1041012,Red-Striped T-Shirt,Red-Striped T-Shirt,800,1,1
FALSE,100131,Murupa,FALSE,0,1060004,Grey Thick Sweat Pants,Grey Thick Sweat Pants,800,1,1
FALSE,100131,Murupa,FALSE,0,1072005,Leather Sandals,Leather Sandals,800,1,1
FALSE,100131,Murupa,FALSE,0,2000000,Red Potion,Red Potion,20000,1,1
FALSE,100131,Murupa,FALSE,0,2010009,Green Apple,Green Apple,20000,1,1
FALSE,100131,Murupa,FALSE,0,2040400,Scroll for Topwear for Defense 100%,Scroll for Topwear for Defense 100%,300,1,1
FALSE,100131,Murupa,FALSE,0,2040618,Scroll for Bottomwear for Mobility 60%,Scroll for Bottomwear for Mobility 60%,300,1,1
FALSE,100131,Murupa,FALSE,0,2040619,Scroll for Bottomwear for Mobility 10%,Scroll for Bottomwear for Mobility 10%,750,1,1
FALSE,100131,Murupa,FALSE,0,2380016,Murupa Card,Murupa Card,8000,1,1
FALSE,100131,Murupa,FALSE,0,4000494,Murupa's Furball,Murupa's Furball,600000,1,1
FALSE,100131,Murupa,FALSE,0,4010006,Gold Ore,Gold Ore,9000,1,1
FALSE,100131,Murupa,FALSE,0,4020006,Topaz Ore,Topaz Ore,9000,1,1
FALSE,100132,Murupia,FALSE,0,0,Meso,Meso,400000,35,52
FALSE,100132,Murupia,FALSE,0,1002001,Metal Gear,Metal Gear,1287,1,1
FALSE,100132,Murupia,FALSE,0,1002003,Steel Helmet,Steel Helmet,1287,1,1
FALSE,100132,Murupia,FALSE,0,1040014,Orange Sporty T-Shirt,Orange Sporty T-Shirt,800,1,1
FALSE,100132,Murupia,FALSE,0,1040015,Brown Lolico Armor,Brown Lolico Armor,800,1,1
FALSE,100132,Murupia,FALSE,0,1041014,Orange Lolica Armor,Orange Lolica Armor,800,1,1
FALSE,100132,Murupia,FALSE,0,1060008,Brown Lolico Pants,Brown Lolico Pants,800,1,1
FALSE,100132,Murupia,FALSE,0,1061014,Rookie Pants,Rookie Pants,800,1,1
FALSE,100132,Murupia,FALSE,0,1072004,White Gomushin,White Gomushin,800,1,1
FALSE,100132,Murupia,FALSE,0,1082003,Juno,Juno,1000,1,1
FALSE,100132,Murupia,FALSE,0,1442000,Pole Arm,Pole Arm,700,1,1
FALSE,100132,Murupia,FALSE,0,2000000,Red Potion,Red Potion,20000,1,1
FALSE,100132,Murupia,FALSE,0,2010009,Green Apple,Green Apple,20000,1,1
FALSE,100132,Murupia,FALSE,0,2040823,Scroll for Gloves for Defense 100%,Scroll for Gloves for Defense 100%,300,1,1
FALSE,100132,Murupia,FALSE,0,2041018,Scroll for Cape for DEX 100%,Scroll for Cape for DEX 100%,300,1,1
FALSE,100132,Murupia,FALSE,0,2380017,Murupia Card,Murupia Card,8000,1,1
FALSE,100132,Murupia,FALSE,0,4000495,Murupia's Furball,Murupia's Furball,600000,1,1
FALSE,100132,Murupia,FALSE,0,4010000,Bronze Ore,Bronze Ore,9000,1,1
FALSE,100132,Murupia,FALSE,0,4020007,Diamond Ore,Diamond Ore,9000,1,1
FALSE,100133,Murumuru,FALSE,0,0,Meso,Meso,400000,38,55
FALSE,100133,Murumuru,FALSE,0,1002007,Steel Full Helm,Steel Full Helm,1287,1,1
FALSE,100133,Murumuru,FALSE,0,1002041,Yellow Metal Gear,Yellow Metal Gear,1287,1,1
FALSE,100133,Murumuru,FALSE,0,1032001,Single Earring,Single Earring,1000,1,1
FALSE,100133,Murumuru,FALSE,0,1040038,Blue Lolico Armor,Blue Lolico Armor,800,1,1
FALSE,100133,Murumuru,FALSE,0,1041064,Blueberry Lolica Armor,Blueberry Lolica Armor,800,1,1
FALSE,100133,Murumuru,FALSE,0,1060028,Blue Lolico Pants,Blue Lolico Pants,800,1,1
FALSE,100133,Murumuru,FALSE,0,1061023,Sophia Pants,Sophia Pants,800,1,1
FALSE,100133,Murumuru,FALSE,0,1072009,Steel Grieves,Steel Grieves,800,1,1
FALSE,100133,Murumuru,FALSE,0,1082000,Steel Fingerless Gloves,Steel Fingerless Gloves,1000,1,1
FALSE,100133,Murumuru,FALSE,0,1442006,Iron Ball,Iron Ball,700,1,1
FALSE,100133,Murumuru,FALSE,0,2000000,Red Potion,Red Potion,20000,1,1
FALSE,100133,Murumuru,FALSE,0,2010009,Green Apple,Green Apple,20000,1,1
FALSE,100133,Murumuru,FALSE,0,2040706,Scroll for Shoes for Mobility 100%,Scroll for Shoes for Mobility 100%,300,1,1
FALSE,100133,Murumuru,FALSE,0,2041004,Scroll for Cape for Defense 60%,Scroll for Cape for Defense 60%,300,1,1
FALSE,100133,Murumuru,FALSE,0,2041045,Scroll for Cape for Defense 15%,Scroll for Cape for Defense 15%,750,1,1
FALSE,100133,Murumuru,FALSE,0,2380018,MuruMuru Card,MuruMuru Card,8000,1,1
FALSE,100133,Murumuru,FALSE,0,4000496,Murumuru's Furball,Murumuru's Furball,600000,1,1
FALSE,100133,Murumuru,FALSE,0,4010001,Steel Ore,Steel Ore,9000,1,1
FALSE,100133,Murumuru,FALSE,0,4020003,Emerald Ore,Emerald Ore,9000,1,1
FALSE,100134,Murukun,FALSE,0,0,Meso,Meso,400000,40,59
FALSE,100134,Murukun,FALSE,0,1002042,Blue Metal Gear,Blue Metal Gear,1287,1,1
FALSE,100134,Murukun,FALSE,0,1002051,Bronze Full Helm,Bronze Full Helm,1287,1,1
FALSE,100134,Murukun,FALSE,0,1032003,Amethyst Earrings,Amethyst Earrings,1000,1,1
FALSE,100134,Murukun,FALSE,0,1040009,Steel Corporal,Steel Corporal,800,1,1
FALSE,100134,Murukun,FALSE,0,1051000,Steel Fitted Mail,Steel Fitted Mail,700,1,1
FALSE,100134,Murukun,FALSE,0,1060009,Steel Corporal Pants,Steel Corporal Pants,800,1,1
FALSE,100134,Murukun,FALSE,0,1072050,Bronze Grieves,Bronze Grieves,800,1,1
FALSE,100134,Murukun,FALSE,0,2000000,Red Potion,Red Potion,20000,1,1
FALSE,100134,Murukun,FALSE,0,2010009,Green Apple,Green Apple,20000,1,1
FALSE,100134,Murukun,FALSE,0,2040500,Scroll for Overall Armor for DEX 100%,Scroll for Overall Armor for DEX 100%,300,1,1
FALSE,100134,Murukun,FALSE,0,2044400,Scroll for Pole Arm for ATT 100%,Scroll for Pole Arm for ATT 100%,300,1,1
FALSE,100134,Murukun,FALSE,0,2380019,Murukun Card,Murukun Card,8000,1,1
FALSE,100134,Murukun,FALSE,0,4000497,Murukun's Furball,Murukun's Furball,600000,1,1
FALSE,100134,Murukun,FALSE,0,4010002,Mithril Ore,Mithril Ore,9000,1,1
FALSE,100134,Murukun,FALSE,0,4020002,AquaMarine Ore,AquaMarine Ore,9000,1,1
TRUE,120100,Shroom,TRUE,0,0,Meso,Meso,400000,8,12
TRUE,120100,Shroom,FALSE,0,1200000,Arrow for Bow,Arrow for Bow,30000,1,1
TRUE,120100,Shroom,FALSE,0,1201000,Bolt for Crossbow,Arrow for Crossbow,30000,1,1
TRUE,120100,Shroom,FALSE,0,2380002,Spore Card,Spore Card,8000,1,1
TRUE,120100,Shroom,TRUE,0,1002610,Brown Rocky Bandana,Brown Rocky Bandana,1287,1,1
TRUE,120100,Shroom,TRUE,0,1060007,Jean Capris,Jean Capris,800,1,1
TRUE,120100,Shroom,TRUE,0,1061009,Green Avelin Skirt,Green Avelin Skirt,800,1,1
TRUE,120100,Shroom,TRUE,0,1062000,Ice Jeans,Ice Jeans,800,1,1
TRUE,120100,Shroom,TRUE,0,1312004,Hand Axe,Hand Axe,700,1,1
TRUE,120100,Shroom,TRUE,0,1332006,Field Dagger,Field Dagger,500,1,1
TRUE,120100,Shroom,TRUE,0,2000000,Red Potion,Red Potion,20000,1,1
TRUE,120100,Shroom,TRUE,0,2010009,Green Apple,Green Apple,20000,1,1
TRUE,120100,Shroom,TRUE,0,2041004,Scroll for Cape for Defense 60%,Scroll for Cape for Defense 60%,300,1,1
TRUE,120100,Shroom,TRUE,0,4000011,Mushroom Spore,Mushroom Spore,600000,1,1
TRUE,120100,Shroom,TRUE,0,4010002,Mithril Ore,Mithril Ore,9000,1,1
TRUE,120100,Shroom,TRUE,0,4020002,AquaMarine Ore,AquaMarine Ore,9000,1,1
TRUE,130100,Stump,TRUE,0,0,Meso,Meso,400000,12,18
TRUE,130100,Stump,FALSE,0,1200000,Arrow for Bow,Arrow for Bow,30000,1,1
TRUE,130100,Stump,FALSE,0,1201000,Bolt for Crossbow,Arrow for Crossbow,30000,1,1
TRUE,130100,Stump,FALSE,0,2380003,Stump Card,Stump Card,8000,1,1
TRUE,130100,Stump,FALSE,28248,4001358,#N/A,Long Strong Stick,20000,1,1
TRUE,130100,Stump,FALSE,0,4030009,Omok Table,Omok Table,28000,1,1
TRUE,130100,Stump,FALSE,2145,4031773,Dry Branch,Dry Branch,80000,1,1
TRUE,130100,Stump,FALSE,2405,4032374,Letter of Commendation,Letter of Commendation,80000,1,1
TRUE,130100,Stump,FALSE,2408,4032378,Letter of Commendation,Letter of Commendation,80000,1,1
TRUE,130100,Stump,TRUE,0,1041002,White Tubetop,White Tubetop,700,1,1
TRUE,130100,Stump,TRUE,0,1061014,Rookie Pants,Rookie Pants,800,1,1
TRUE,130100,Stump,TRUE,0,1072007,Brown High Boots,Brown High Boots,800,1,1
TRUE,130100,Stump,TRUE,0,1072008,Bronze Aroa Boots,Bronze Aroa Boots,700,1,1
TRUE,130100,Stump,TRUE,0,1082003,Juno,Juno,1000,1,1
TRUE,130100,Stump,TRUE,0,1322005,Wooden Club,Wooden Club,700,1,1
TRUE,130100,Stump,TRUE,0,1332000,Triangular Zamadar,Triangular Zamadar,500,1,1
TRUE,130100,Stump,TRUE,0,1452003,Composite Bow,Composite Bow,500,1,1
TRUE,130100,Stump,TRUE,0,1482001,Leather Arms,Leather Arms,700,1,1
TRUE,130100,Stump,TRUE,0,1492000,Pistol,Pistol,500,1,1
TRUE,130100,Stump,TRUE,0,2000000,Red Potion,Red Potion,20000,1,1
TRUE,130100,Stump,TRUE,0,2010009,Green Apple,Green Apple,20000,1,1
TRUE,130100,Stump,TRUE,0,2040402,Scroll for Topwear for Defense 10%,Scroll for Topwear for Defense 10%,300,1,1
TRUE,130100,Stump,TRUE,0,2041005,Scroll for Cape for Defense 10%,Scroll for Cape for Defense 10%,300,1,1
TRUE,130100,Stump,TRUE,0,4000003,Tree Branch,Tree Branch,600000,1,1
TRUE,130100,Stump,TRUE,0,4010003,Adamantium Ore,Adamantium Ore,9000,1,1
TRUE,130100,Stump,TRUE,0,4020003,Emerald Ore,Emerald Ore,9000,1,1
TRUE,130101,Red Snail,TRUE,0,0,Meso,Meso,400000,12,18
TRUE,130101,Red Snail,FALSE,0,1200000,Arrow for Bow,Arrow for Bow,30000,1,1
TRUE,130101,Red Snail,FALSE,0,1201000,Bolt for Crossbow,Arrow for Crossbow,30000,1,1
TRUE,130101,Red Snail,FALSE,0,2380004,Red Snail Card,Red Snail Card,8000,1,1
TRUE,130101,Red Snail,FALSE,28248,4001359,#N/A,Small Snail Shell,24000,1,1
TRUE,130101,Red Snail,FALSE,2173,4031846,Black Magician's Token,Black Magician's Token,50000,1,1
TRUE,130101,Red Snail,TRUE,0,1032003,Amethyst Earrings,Amethyst Earrings,1000,1,1
TRUE,130101,Red Snail,TRUE,0,1041006,Yellow T-Shirt,Yellow T-Shirt,700,1,1
TRUE,130101,Red Snail,TRUE,0,1052095,Brown Rocky Suit,Brown Rocky Suit,700,1,1
TRUE,130101,Red Snail,TRUE,0,1060022,Red Cloth Pants,Red Cloth Pants,700,1,1
TRUE,130101,Red Snail,TRUE,0,1061029,Red Cloth Pants,Red Cloth Pants,800,1,1
TRUE,130101,Red Snail,TRUE,0,1072005,Leather Sandals,Leather Sandals,700,1,1
TRUE,130101,Red Snail,TRUE,0,1072060,Brown Woodsman Boots,Brown Woodsman Boots,800,1,1
TRUE,130101,Red Snail,TRUE,0,1082029,Brown Duo,Brown Duo,1000,1,1
TRUE,130101,Red Snail,TRUE,0,1302000,Sword,Sword,700,1,1
TRUE,130101,Red Snail,TRUE,0,1322007,Leather Purse,Leather Purse,700,1,1
TRUE,130101,Red Snail,TRUE,0,1372002,Metal Wand,Metal Wand,700,1,1
TRUE,130101,Red Snail,TRUE,0,1402001,Wooden Sword,Wooden Sword,700,1,1
TRUE,130101,Red Snail,TRUE,0,2000000,Red Potion,Red Potion,20000,1,1
TRUE,130101,Red Snail,TRUE,0,2010009,Green Apple,Green Apple,20000,1,1
TRUE,130101,Red Snail,TRUE,0,2040502,Scroll for Overall Armor for DEX 10%,Scroll for Overall Armor for DEX 10%,300,1,1
TRUE,130101,Red Snail,TRUE,0,2041003,Scroll for Cape for Defense 100%,Scroll for Cape for Defense 100%,300,1,1
TRUE,130101,Red Snail,TRUE,0,4000016,Red Snail Shell,Red Snail Shell,600000,1,1
TRUE,130101,Red Snail,TRUE,0,4010004,Silver Ore,Silver Ore,9000,1,1
TRUE,130101,Red Snail,TRUE,0,4020004,Opal Ore,Opal Ore,9000,1,1
TRUE,210100,Slime,TRUE,0,0,Meso,Meso,400000,12,18
TRUE,210100,Slime,FALSE,0,1200000,Arrow for Bow,Arrow for Bow,30000,1,1
TRUE,210100,Slime,FALSE,0,1201000,Bolt for Crossbow,Arrow for Crossbow,30000,1,1
TRUE,210100,Slime,FALSE,0,2040600,Scroll for Bottomwear for Defense 100%,Scroll for Bottomwear for Defense 100%,750,1,1
TRUE,210100,Slime,FALSE,0,2380005,Slime Card,Slime Card,8000,1,1
TRUE,210100,Slime,FALSE,0,4030000,Omok Piece : Slime,Omok Piece : Slime,10000,1,1
TRUE,210100,Slime,FALSE,2104,4031273,Red Ball of Yarn,Red Ball of Yarn,500000,1,1
TRUE,210100,Slime,FALSE,2406,4032376,Letter of Commendation,Letter of Commendation,80000,1,1
TRUE,210100,Slime,FALSE,2407,4032377,Letter of Commendation,Letter of Commendation,80000,1,1
TRUE,210100,Slime,TRUE,0,1002019,White Bandana,White Bandana,1287,1,1
TRUE,210100,Slime,TRUE,0,1060002,Blue Jean Shorts,Blue Jean Shorts,700,1,1
TRUE,210100,Slime,TRUE,0,1072008,Bronze Aroa Boots,Bronze Aroa Boots,700,1,1
TRUE,210100,Slime,TRUE,0,1072023,Beige Nitty,Beige Nitty,800,1,1
TRUE,210100,Slime,TRUE,0,1082019,Lemona,Lemona,1000,1,1
TRUE,210100,Slime,TRUE,0,1322007,Leather Purse,Leather Purse,700,1,1
TRUE,210100,Slime,TRUE,0,1412001,Metal Axe,Metal Axe,700,1,1
TRUE,210100,Slime,TRUE,0,1412002,Iron Axe,Iron Axe,700,1,1
TRUE,210100,Slime,TRUE,0,1412012,Chopping Axe,Iron Axe,700,1,1
TRUE,210100,Slime,TRUE,0,1432000,Spear,Spear,700,1,1
TRUE,210100,Slime,TRUE,0,1432001,Fork on a Stick,Fork on a Stick,500,1,1
TRUE,210100,Slime,TRUE,0,1442029,Gold Surfboard,Gold Surfboard,700,1,1
TRUE,210100,Slime,TRUE,0,1482000,Steel Knuckler,Steel Knuckler,500,1,1
TRUE,210100,Slime,TRUE,0,2000000,Red Potion,Red Potion,20000,1,1
TRUE,210100,Slime,TRUE,0,2010009,Green Apple,Green Apple,20000,1,1
TRUE,210100,Slime,TRUE,0,2040505,Scroll for Overall Armor for Defense 10%,Scroll for Overall Armor for Defense 10%,750,1,1
TRUE,210100,Slime,TRUE,0,2040602,Scroll for Bottomwear for Defense 10%,Scroll for Bottomwear for Defense 10%,300,1,1
TRUE,210100,Slime,TRUE,0,2041018,Scroll for Cape for DEX 100%,Scroll for Cape for DEX 100%,300,1,1
TRUE,210100,Slime,TRUE,0,2041045,Scroll for Cape for Defense 15%,Scroll for Cape for Defense 15%,750,1,1
TRUE,210100,Slime,TRUE,0,4000004,Squishy Liquid,Squishy Liquid,600000,1,1
TRUE,210100,Slime,TRUE,0,4000010,Slime Bubble,Slime Bubble,600000,1,1
TRUE,210100,Slime,TRUE,0,4010005,Orihalcon Ore,Orihalcon Ore,9000,1,1
TRUE,210100,Slime,TRUE,0,4020005,Sapphire Ore,Sapphire Ore,9000,1,1
#N/A,851000,#N/A,FALSE,0,2290132,[Mastery Book] Final Blow,[Mastery Book] Final Blow,3861,1,1
TRUE,1072000,Witchgrass,TRUE,2086,4031165,Witchgrass Leaf,Witchgrass Leaf,300000,1,1
TRUE,1110100,Green Mushroom,TRUE,0,0,Meso,Meso,400000,28,42
TRUE,1110100,Green Mushroom,FALSE,0,1200000,Arrow for Bow,Arrow for Bow,30000,1,1
TRUE,1110100,Green Mushroom,FALSE,0,1201000,Bolt for Crossbow,Arrow for Crossbow,30000,1,1
TRUE,1110100,Green Mushroom,FALSE,0,1302020,Maple Sword,Maple Sword,700,1,1
TRUE,1110100,Green Mushroom,FALSE,0,1302030,Maple Soul Singer,Maple Soul Singer,700,1,1
TRUE,1110100,Green Mushroom,FALSE,0,1382012,Maple Lama Staff,Maple Lama Staff,700,1,1
TRUE,1110100,Green Mushroom,FALSE,0,1452022,Maple Soul Searcher,Maple Soul Searcher,700,1,1
TRUE,1110100,Green Mushroom,FALSE,0,2040706,Scroll for Shoes for Mobility 100%,Scroll for Shoes for Mobility 100%,300,1,1
TRUE,1110100,Green Mushroom,FALSE,0,2040707,Scroll for Shoes for Mobility 60%,Scroll for Shoes for Mobility 60%,300,1,1
TRUE,1110100,Green Mushroom,FALSE,0,2380011,Green Mushroom Card,Green Mushroom Card,8000,1,1
TRUE,1110100,Green Mushroom,FALSE,28231,4001348,#N/A,Memory Fragment,800000,1,1
TRUE,1110100,Green Mushroom,FALSE,28259,4001369,#N/A,Ripped Paper-3,40000,1,1
TRUE,1110100,Green Mushroom,FALSE,28262,4001370,#N/A,Ripped Paper-4,40000,1,1
TRUE,1110100,Green Mushroom,FALSE,21717,4032317,Dejected Green Mushroom Puppet,Dejected Green Mushroom Puppet,40000,1,1
TRUE,1110100,Green Mushroom,FALSE,21718,4032318,Dejected Green Mushroom Puppet,Dejected Green Mushroom Puppet,40000,1,1
TRUE,1110100,Green Mushroom,FALSE,2409,4032379,Letter of Commendation,Letter of Commendation,80000,1,1
TRUE,1110100,Green Mushroom,TRUE,0,1002010,Brown Winter Hat,Brown Winter Hat,1287,1,1
TRUE,1110100,Green Mushroom,TRUE,0,1002033,Old Wisconsin,Old Wisconsin,1287,1,1
TRUE,1110100,Green Mushroom,TRUE,0,1002143,Green Matty,Green Matty,1287,1,1
TRUE,1110100,Green Mushroom,TRUE,0,1032001,Single Earring,Single Earring,1000,1,1
TRUE,1110100,Green Mushroom,TRUE,0,1041017,Purple Arianne,Purple Arianne,800,1,1
TRUE,1110100,Green Mushroom,TRUE,0,1041018,Green Arianne,Green Arianne,700,1,1
TRUE,1110100,Green Mushroom,TRUE,0,1041044,Red Nightshift,Red Nightshift,800,1,1
