DropperID, MobName                       , QuestID, ItemID , ServerItemName                               , Chance , MinQTY, MaxQTY , AvgQty
   120100, Shroom                        ,       0, 4020002, AquaMarine Ore                               ,    9000,      1,       1,       1
   130100, Stump                         ,       0,       0, Meso                                         ,  400000,     12,      18,      15
   130100, Stump                         ,       0, 1041002, White Tubetop                                ,     700,      1,       1,       1
   130100, Stump                         ,       0, 1061014, Rookie Pants                                 ,     800,      1,       1,       1
   130100, Stump                         ,       0, 1072007, Brown High Boots                             ,     800,      1,       1,       1
   130100, Stump                         ,       0, 1072008, Bronze Aroa Boots                            ,     700,      1,       1,       1
   130100, Stump                         ,       0, 1082003, Juno                                         ,    1000,      1,       1,       1
   130100, Stump                         ,       0, 1322005, Wooden Club                                  ,     700,      1,       1,       1
   130100, Stump                         ,       0, 1332000, Triangular Zamadar                           ,     500,      1,       1,       1
   130100, Stump                         ,       0, 1452003, Composite Bow                                ,     500,      1,       1,       1
   130100, Stump                         ,       0, 1482001, Leather Arms                                 ,     700,      1,       1,       1
   130100, Stump                         ,       0, 1492000, Pistol                                       ,     500,      1,       1,       1
   130100, Stump                         ,       0, 2000000, Red Potion                                   ,   20000,      1,       1,       1
   130100, Stump                         ,       0, 2010009, Green Apple                                  ,   20000,      1,       1,       1
   130100, Stump                         ,       0, 2040402, Scroll for Topwear for Defense 10%           ,     300,      1,       1,       1
   130100, Stump                         ,       0, 2041005, Scroll for Cape for Defense 10%              ,     300,      1,       1,       1
   130100, Stump                         ,       0, 4000003, Tree Branch                                  ,  600000,      1,       1,       1
   130100, Stump                         ,       0, 4010003, Adamantium Ore                               ,    9000,      1,       1,       1
   130100, Stump                         ,       0, 4020003, Emerald Ore                                  ,    9000,      1,       1,       1
   130101, Red Snail                     ,       0,       0, Meso                                         ,  400000,     12,      18,      15
   130101, Red Snail                     ,       0, 1032003, Amethyst Earrings                            ,    1000,      1,       1,       1
   130101, Red Snail                     ,       0, 1041006, Yellow T-Shirt                               ,     700,      1,       1,       1
   130101, Red Snail                     ,       0, 1052095, Brown Rocky Suit                             ,     700,      1,       1,       1
   130101, Red Snail                     ,       0, 1060022, Red Cloth Pants                              ,     700,      1,       1,       1
   130101, Red Snail                     ,       0, 1061029, Red Cloth Pants                              ,     800,      1,       1,       1
   130101, Red Snail                     ,       0, 1072005, Leather Sandals                              ,     700,      1,       1,       1
   130101, Red Snail                     ,       0, 1072060, Brown Woodsman Boots                         ,     800,      1,       1,       1
   130101, Red Snail                     ,       0, 1082029, Brown Duo                                    ,    1000,      1,       1,       1
   130101, Red Snail                     ,       0, 1302000, Sword                                        ,     700,      1,       1,       1
   130101, Red Snail                     ,       0, 1322007, Leather Purse                                ,     700,      1,       1,       1
   130101, Red Snail                     ,       0, 1372002, Metal Wand                                   ,     700,      1,       1,       1
   130101, Red Snail                     ,       0, 1402001, Wooden Sword                                 ,     700,      1,       1,       1
   130101, Red Snail                     ,       0, 2000000, Red Potion                                   ,   20000,      1,       1,       1
   130101, Red Snail                     ,       0, 2010009, Green Apple                                  ,   20000,      1,       1,       1
   130101, Red Snail                     ,       0, 2040502, Scroll for Overall Armor for DEX 10%         ,     300,      1,       1,       1
   130101, Red Snail                     ,       0, 2041003, Scroll for Cape for Defense 100%             ,     300,      1,       1,       1
   130101, Red Snail                     ,       0, 4000016, Red Snail Shell                              ,  600000,      1,       1,       1
   130101, Red Snail                     ,       0, 4010004, Silver Ore                                   ,    9000,      1,       1,       1
   130101, Red Snail                     ,       0, 4020004, Opal Ore                                     ,    9000,      1,       1,       1
   210100, Slime                         ,       0,       0, Meso                                         ,  400000,     12,      18,      15
   210100, Slime                         ,       0, 1002019, White Bandana                                ,    1287,      1,       1,       1
   210100, Slime                         ,       0, 1060002, Blue Jean Shorts                             ,     700,      1,       1,       1
   210100, Slime                         ,       0, 1072008, Bronze Aroa Boots                            ,     700,      1,       1,       1
   210100, Slime                         ,       0, 1072023, Beige Nitty                                  ,     800,      1,       1,       1
   210100, Slime                         ,       0, 1082019, Lemona                                       ,    1000,      1,       1,       1
   210100, Slime                         ,       0, 1322007, Leather Purse                                ,     700,      1,       1,       1
   210100, Slime                         ,       0, 1412001, Metal Axe                                    ,     700,      1,       1,       1
   210100, Slime                         ,       0, 1412002, Iron Axe                                     ,     700,      1,       1,       1
   210100, Slime                         ,       0, 1412012, Chopping Axe                                 ,     700,      1,       1,       1
   210100, Slime                         ,       0, 1432000, Spear                                        ,     700,      1,       1,       1
   210100, Slime                         ,       0, 1432001, Fork on a Stick                              ,     500,      1,       1,       1
   210100, Slime                         ,       0, 1442029, Gold Surfboard                               ,     700,      1,       1,       1
   210100, Slime                         ,       0, 1482000, Steel Knuckler                               ,     500,      1,       1,       1
   210100, Slime                         ,       0, 2000000, Red Potion                                   ,   20000,      1,       1,       1
   210100, Slime                         ,       0, 2010009, Green Apple                                  ,   20000,      1,       1,       1
   210100, Slime                         ,       0, 2040505, Scroll for Overall Armor for Defense 10%     ,     750,      1,       1,       1
   210100, Slime                         ,       0, 2040602, Scroll for Bottomwear for Defense 10%        ,     300,      1,       1,       1
   210100, Slime                         ,       0, 2041018, Scroll for Cape for DEX 100%                 ,     300,      1,       1,       1
   210100, Slime                         ,       0, 2041045, Scroll for Cape for Defense 15%              ,     750,      1,       1,       1
   210100, Slime                         ,       0, 4000004, Squishy Liquid                               ,  600000,      1,       1,       1
   210100, Slime                         ,       0, 4000010, Slime Bubble                                 ,  600000,      1,       1,       1
   210100, Slime                         ,       0, 4010005, Orihalcon Ore                                ,    9000,      1,       1,       1
   210100, Slime                         ,       0, 4020005, Sapphire Ore                                 ,    9000,      1,       1,       1
  1072000, Witchgrass                    ,    2086, 4031165, Witchgrass Leaf                              ,  300000,      1,       1,       1
  1110100, Green Mushroom                ,       0,       0, Meso                                         ,  400000,     28,      42,      35
  1110100, Green Mushroom                ,       0, 1002010, Brown Winter Hat                             ,    1287,      1,       1,       1
  1110100, Green Mushroom                ,       0, 1002033, Old Wisconsin                                ,    1287,      1,       1,       1
  1110100, Green Mushroom                ,       0, 1002143, Green Matty                                  ,    1287,      1,       1,       1
  1110100, Green Mushroom                ,       0, 1032001, Single Earring                               ,    1000,      1,       1,       1
  1110100, Green Mushroom                ,       0, 1041017, Purple Arianne                               ,     800,      1,       1,       1
  1110100, Green Mushroom                ,       0, 1041018, Green Arianne                                ,     700,      1,       1,       1
  1110100, Green Mushroom                ,       0, 1041044, Red Nightshift                               ,     800,      1,       1,       1
  1110100, Green Mushroom                ,       0, 1041063, Grey Able Armor                              ,     800,      1,       1,       1
  1110100, Green Mushroom                ,       0, 1060031, Blue Pao Bottom                              ,     700,      1,       1,       1
  1110100, Green Mushroom                ,       0, 1061012, Purple Arianne Skirt                         ,     800,      1,       1,       1
  1110100, Green Mushroom                ,       0, 1061037, Red Nightshift Pants                         ,     800,      1,       1,       1
  1110100, Green Mushroom                ,       0, 1061059, Grey Able Skirt                              ,     800,      1,       1,       1
  1110100, Green Mushroom                ,       0, 1072285, Brown Lagger Slipper                         ,     800,      1,       1,       1
  1110100, Green Mushroom                ,       0, 1092008, Pan Lid                                      ,     700,      1,       1,       1
  1110100, Green Mushroom                ,       0, 1302007, Long Sword                                   ,     700,      1,       1,       1
  1110100, Green Mushroom                ,       0, 1322000, Mace                                         ,     700,      1,       1,       1
  1110100, Green Mushroom                ,       0, 1412002, Iron Axe                                     ,     700,      1,       1,       1
  1110100, Green Mushroom                ,       0, 1412012, Chopping Axe                                 ,     700,      1,       1,       1
  1110100, Green Mushroom                ,       0, 1432005, Zeco                                         ,     500,      1,       1,       1
  1110100, Green Mushroom                ,       0, 1442013, Aqua Snowboard                               ,     700,      1,       1,       1
  1110100, Green Mushroom                ,       0, 1452003, Composite Bow                                ,     500,      1,       1,       1
  1110100, Green Mushroom                ,       0, 1462002, Battle Crossbow                              ,     500,      1,       1,       1
  1110100, Green Mushroom                ,       0, 1482001, Leather Arms                                 ,     500,      1,       1,       1
  1110100, Green Mushroom                ,       0, 2000000, Red Potion                                   ,   20000,      1,       1,       1
  1110100, Green Mushroom                ,       0, 2000001, Orange Potion                                ,   20000,      1,       1,       1
  1110100, Green Mushroom                ,       0, 2000003, Blue Potion                                  ,   20000,      1,       1,       1
  1110100, Green Mushroom                ,       0, 2040706, Scroll for Shoes for Mobility 100%           ,     750,      1,       1,       1
  1110100, Green Mushroom                ,       0, 2040902, Scroll for Shield for Defense 10%            ,     750,      1,       1,       1
  1110100, Green Mushroom                ,       0, 2041020, Scroll for Cape for DEX 10%                  ,     750,      1,       1,       1
  1110100, Green Mushroom                ,       0, 2043102, Scroll for One-Handed Axe for ATT 10%        ,     300,      1,       1,       1
  1110100, Green Mushroom                ,       0, 2044701, Scroll for Claw for ATT 60%                  ,     750,      1,       1,       1
  1110100, Green Mushroom                ,       0, 4000012, Green Mushroom Cap                           ,  600000,      1,       1,       1
  1110100, Green Mushroom                ,       0, 4010004, Silver Ore                                   ,    9000,      1,       1,       1
  1110100, Green Mushroom                ,       0, 4010005, Orihalcon Ore                                ,    7000,      1,       1,       1
  1110100, Green Mushroom                ,       0, 4020002, AquaMarine Ore                               ,    9000,      1,       1,       1
  1110100, Green Mushroom                ,       0, 4020003, Emerald Ore                                  ,    9000,      1,       1,       1
  1110100, Green Mushroom                ,    2065, 4031146, Animal Fossil                                , 1000000,      1,       1,       1
  1110101, Dark Stump                    ,       0,       0, Meso                                         ,  400000,     20,      30,      25
  1110101, Dark Stump                    ,       0, 1002039, Bronze Helmet                                ,    1287,      1,       1,       1
  1110101, Dark Stump                    ,       0, 1002613, Brown Lagger Cap                             ,    1287,      1,       1,       1
  1110101, Dark Stump                    ,       0, 1032001, Single Earring                               ,    1000,      1,       1,       1
  1110101, Dark Stump                    ,       0, 1041018, Green Arianne                                ,     800,      1,       1,       1
  1110101, Dark Stump                    ,       0, 1041061, Yellow Avelin                                ,     800,      1,       1,       1
  1110101, Dark Stump                    ,       0, 1061013, Green Arianne Skirt                          ,     800,      1,       1,       1
  1110101, Dark Stump                    ,       0, 1061057, Yellow Avelin Skirt                          ,     800,      1,       1,       1
  1110101, Dark Stump                    ,       0, 1092003, Stolen Fence                                 ,     700,      1,       1,       1
  1110101, Dark Stump                    ,       0, 1302006, Machete                                      ,     700,      1,       1,       1
  1110101, Dark Stump                    ,       0, 1382000, Wooden Staff                                 ,     700,      1,       1,       1
  1110101, Dark Stump                    ,       0, 1442000, Pole Arm                                     ,     700,      1,       1,       1
  1110101, Dark Stump                    ,       0, 1482000, Steel Knuckler                               ,     500,      1,       1,       1
  1110101, Dark Stump                    ,       0, 2000000, Red Potion                                   ,   20000,      1,       1,       1
  1110101, Dark Stump                    ,       0, 2000001, Orange Potion                                ,   20000,      1,       1,       1
  1110101, Dark Stump                    ,       0, 2000003, Blue Potion                                  ,   20000,      1,       1,       1
  1110101, Dark Stump                    ,       0, 2040802, Scroll for Gloves for Accuracy 10%           ,     300,      1,       1,       1
  1110101, Dark Stump                    ,       0, 4000005, Leaf                                         ,  600000,      1,       1,       1
  1110101, Dark Stump                    ,       0, 4010001, Steel Ore                                    ,    9000,      1,       1,       1
  1110101, Dark Stump                    ,       0, 4020000, Garnet Ore                                   ,    9000,      1,       1,       1
  1110101, Dark Stump                    ,    2145, 4031773, Dry Branch                                   ,   80000,      1,       1,       1
  1120100, Octopus                       ,       0,       0, Meso                                         ,  400000,     24,      36,      30
  1120100, Octopus                       ,       0, 1032001, Single Earring                               ,    1000,      1,       1,       1
  1120100, Octopus                       ,       0, 1040037, Brown Corporal                               ,     800,      1,       1,       1
  1120100, Octopus                       ,       0, 1041026, Yellow Arianne                               ,     800,      1,       1,       1
  1120100, Octopus                       ,       0, 1060027, Brown Corporal Pants                         ,     800,      1,       1,       1
  1120100, Octopus                       ,       0, 1061022, Yellow Arianne Skirt                         ,     800,      1,       1,       1
  1120100, Octopus                       ,       0, 1092000, Steel Shield                                 ,     700,      1,       1,       1
  1120100, Octopus                       ,       0, 1092007, Battle Shield                                ,     700,      1,       1,       1
  1120100, Octopus                       ,       0, 1422000, Wooden Mallet                                ,     700,      1,       1,       1
  1120100, Octopus                       ,       0, 1442013, Aqua Snowboard                               ,     700,      1,       1,       1
  1120100, Octopus                       ,       0, 1482001, Leather Arms                                 ,     500,      1,       1,       1
  1120100, Octopus                       ,       0, 2000000, Red Potion                                   ,   20000,      1,       1,       1
  1120100, Octopus                       ,       0, 2000003, Blue Potion                                  ,   20000,      1,       1,       1
  1120100, Octopus                       ,       0, 2043002, Scroll for One-Handed Sword for ATT 10%      ,     300,      1,       1,       1
  1120100, Octopus                       ,       0, 4000006, Octopus Leg                                  ,  600000,      1,       1,       1
  1120100, Octopus                       ,       0, 4010003, Adamantium Ore                               ,    9000,      1,       1,       1
  1120100, Octopus                       ,       0, 4020002, AquaMarine Ore                               ,    9000,      1,       1,       1
  1130100, Axe Stump                     ,       0,       0, Meso                                         ,  400000,     32,      48,      40
  1130100, Axe Stump                     ,       0, 1002097, Yellow Starry Bandana                        ,     700,      1,       1,       1
  1130100, Axe Stump                     ,       0, 1002118, Blue Robin Hat                               ,    1287,      1,       1,       1
  1130100, Axe Stump                     ,       0, 1032003, Amethyst Earrings                            ,    1000,      1,       1,       1
  1130100, Axe Stump                     ,       0, 1040019, Orange Split Piece                           ,     800,      1,       1,       1
  1130100, Axe Stump                     ,       0, 1041045, Brown Nightshift                             ,     800,      1,       1,       1
  1130100, Axe Stump                     ,       0, 1051008, Blue Avenger                                 ,     700,      1,       1,       1
  1130100, Axe Stump                     ,       0, 1060015, White Split Pants                            ,     800,      1,       1,       1
  1130100, Axe Stump                     ,       0, 1061038, Brown Nightshift Pants                       ,     800,      1,       1,       1
  1130100, Axe Stump                     ,       0, 1072008, Bronze Aroa Boots                            ,     800,      1,       1,       1
  1130100, Axe Stump                     ,       0, 1092007, Battle Shield                                ,     700,      1,       1,       1
  1130100, Axe Stump                     ,       0, 1203004, Wooden Top                                   ,     400,      1,       1,       1
  1130100, Axe Stump                     ,       0, 1312016, Contra Axe                                   ,     700,      1,       1,       1
  1130100, Axe Stump                     ,       0, 1372001, Wizard Wand                                  ,     700,      1,       1,       1
  1130100, Axe Stump                     ,       0, 1382004, Old Wooden Staff                             ,     700,      1,       1,       1
  1130100, Axe Stump                     ,       0, 1402001, Wooden Sword                                 ,     700,      1,       1,       1
  1130100, Axe Stump                     ,       0, 1402009, Wooden Baseball Bat                          ,     700,      1,       1,       1
  1130100, Axe Stump                     ,       0, 1492001, Dellinger Special                            ,     500,      1,       1,       1
  1130100, Axe Stump                     ,       0, 2000000, Red Potion                                   ,   20000,      1,       1,       1
  1130100, Axe Stump                     ,       0, 2000003, Blue Potion                                  ,   20000,      1,       1,       1
  1130100, Axe Stump                     ,       0, 2043202, Scroll for One-Handed BW for ATT 10%         ,     300,      1,       1,       1
  1130100, Axe Stump                     ,       0, 4000018, Firewood                                     ,  600000,      1,       1,       1
  1130100, Axe Stump                     ,       0, 4010005, Orihalcon Ore                                ,    9000,      1,       1,       1
  1130100, Axe Stump                     ,       0, 4020004, Opal Ore                                     ,    9000,      1,       1,       1
  1130100, Axe Stump                     ,    2065, 4031147, Plant Fossil                                 , 1000000,      1,       1,       1
  1130100, Axe Stump                     ,    2145, 4031773, Dry Branch                                   ,   80000,      1,       1,       1
  1140100, Ghost Stump                   ,       0,       0, Meso                                         ,  400000,     34,      47,      40.5
  1140100, Ghost Stump                   ,       0, 1002107, Red Thief Hood                               ,    1287,      1,       1,       1
  1140100, Ghost Stump                   ,       0, 1002113, Blue Feather Hat                             ,    1287,      1,       1,       1
  1140100, Ghost Stump                   ,       0, 1040018, Black Split Piece                            ,     700,      1,       1,       1
  1140100, Ghost Stump                   ,       0, 1041029, Black Split                                  ,     800,      1,       1,       1
  1140100, Ghost Stump                   ,       0, 1041062, Yellow Able Armor                            ,     800,      1,       1,       1
  1140100, Ghost Stump                   ,       0, 1050003, Blue Wizard Robe                             ,     700,      1,       1,       1
  1140100, Ghost Stump                   ,       0, 1050010, Green Plain Robe                             ,     700,      1,       1,       1
  1140100, Ghost Stump                   ,       0, 1061027, Black Split Skirt                            ,     800,      1,       1,       1
  1140100, Ghost Stump                   ,       0, 1061058, Brown Able Skirt                             ,     800,      1,       1,       1
  1140100, Ghost Stump                   ,       0, 1072046, Orange High Boots                            ,     800,      1,       1,       1
  1140100, Ghost Stump                   ,       0, 1072066, Blue Enamel Boots                            ,     800,      1,       1,       1
  1140100, Ghost Stump                   ,       0, 1082018, Dark Savata                                  ,    1000,      1,       1,       1
  1140100, Ghost Stump                   ,       0, 1082180, Green Lagger Halfglove                       ,    1000,      1,       1,       1
  1140100, Ghost Stump                   ,       0, 1412002, Iron Axe                                     ,     700,      1,       1,       1
  1140100, Ghost Stump                   ,       0, 1412012, Chopping Axe                                 ,     700,      1,       1,       1
  1140100, Ghost Stump                   ,       0, 2000000, Red Potion                                   ,   20000,      1,       1,       1
  1140100, Ghost Stump                   ,       0, 2000003, Blue Potion                                  ,   20000,      1,       1,       1
  1140100, Ghost Stump                   ,       0, 2040501, Scroll for Overall Armor for DEX 60%         ,     300,      1,       1,       1
  1140100, Ghost Stump                   ,       0, 2040504, Scroll for Overall Armor for Defense 60%     ,     750,      1,       1,       1
  1140100, Ghost Stump                   ,       0, 2040707, Scroll for Shoes for Mobility 60%            ,     300,      1,       1,       1
  1140100, Ghost Stump                   ,       0, 2040801, Scroll for Gloves for Accuracy 60%           ,     300,      1,       1,       1
  1140100, Ghost Stump                   ,       0, 2040901, Scroll for Shield for Defense 60%            ,     750,      1,       1,       1
  1140100, Ghost Stump                   ,       0, 2044002, Scroll for Two-Handed Sword for ATT 10%      ,     750,      1,       1,       1
  1140100, Ghost Stump                   ,       0, 2044802, Scroll for Knuckler for ATT 10%              ,     300,      1,       1,       1
  1140100, Ghost Stump                   ,       0, 4000195, Seedling                                     ,  600000,      1,       1,       1
  1140100, Ghost Stump                   ,       0, 4010000, Bronze Ore                                   ,    9000,      1,       1,       1
  1140100, Ghost Stump                   ,       0, 4010004, Silver Ore                                   ,    9000,      1,       1,       1
  1140100, Ghost Stump                   ,       0, 4020007, Diamond Ore                                  ,    9000,      1,       1,       1
  1140100, Ghost Stump                   ,    2145, 4031773, Dry Branch                                   ,   80000,      1,       1,       1
  1210100, Pig                           ,       0,       0, Meso                                         ,  400000,     14,      21,      17.5
  1210100, Pig                           ,       0, 1002008, Brown Skullcap                               ,    1287,      1,       1,       1
  1210100, Pig                           ,       0, 1002610, Brown Rocky Bandana                          ,    1287,      1,       1,       1
  1210100, Pig                           ,       0, 1040034, Dark Nightshift                              ,     800,      1,       1,       1
  1210100, Pig                           ,       0, 1041012, Red-Striped T-Shirt                          ,     700,      1,       1,       1
  1210100, Pig                           ,       0, 1041014, Orange Lolica Armor                          ,     800,      1,       1,       1
  1210100, Pig                           ,       0, 1061028, White Split Skirt                            ,     800,      1,       1,       1
  1210100, Pig                           ,       0, 1062002, Brown Hard Leather Pants                     ,     800,      1,       1,       1
  1210100, Pig                           ,       0, 1402018, Wooden Samurai Sword                         ,     700,      1,       1,       1
  1210100, Pig                           ,       0, 1422000, Wooden Mallet                                ,     700,      1,       1,       1
  1210100, Pig                           ,       0, 1472000, Garnier                                      ,     500,      1,       1,       1
  1210100, Pig                           ,       0, 2000000, Red Potion                                   ,   20000,      1,       1,       1
  1210100, Pig                           ,       0, 2010009, Green Apple                                  ,   20000,      1,       1,       1
  1210100, Pig                           ,       0, 2040702, Scroll for Shoes for Avoidability 10%        ,     300,      1,       1,       1
  1210100, Pig                           ,       0, 2041021, Scroll for Cape for LUK 100%                 ,     300,      1,       1,       1
  1210100, Pig                           ,       0, 4000017, Pig's Head                                   ,   40000,      1,       1,       1
  1210100, Pig                           ,       0, 4000021, Leather                                      ,   50000,      1,       1,       1
  1210100, Pig                           ,       0, 4010006, Gold Ore                                     ,    9000,      1,       1,       1
  1210100, Pig                           ,       0, 4020006, Topaz Ore                                    ,    9000,      1,       1,       1
  1210101, Ribbon Pig                    ,       0,       0, Meso                                         ,  400000,     20,      30,      25
  1210101, Ribbon Pig                    ,       0, 1032003, Amethyst Earrings                            ,    1000,      1,       1,       1
  1210101, Ribbon Pig                    ,       0, 1040011, Silver Leather Hoodwear                      ,     800,      1,       1,       1
  1210101, Ribbon Pig                    ,       0, 1040014, Orange Sporty T-Shirt                        ,     800,      1,       1,       1
  1210101, Ribbon Pig                    ,       0, 1040034, Dark Nightshift                              ,     800,      1,       1,       1
  1210101, Ribbon Pig                    ,       0, 1041012, Red-Striped T-Shirt                          ,     800,      1,       1,       1
  1210101, Ribbon Pig                    ,       0, 1052098, Brown Cotton Lagger                          ,     700,      1,       1,       1
  1210101, Ribbon Pig                    ,       0, 1060024, Dark Nightshift Pants                        ,     800,      1,       1,       1
  1210101, Ribbon Pig                    ,       0, 1061028, White Split Skirt                            ,     700,      1,       1,       1
  1210101, Ribbon Pig                    ,       0, 1072285, Brown Lagger Slipper                         ,     800,      1,       1,       1
  1210101, Ribbon Pig                    ,       0, 1402018, Wooden Samurai Sword                         ,     700,      1,       1,       1
  1210101, Ribbon Pig                    ,       0, 1492000, Pistol                                       ,     500,      1,       1,       1
  1210101, Ribbon Pig                    ,       0, 2000000, Red Potion                                   ,   20000,      1,       1,       1
  1210101, Ribbon Pig                    ,       0, 2040902, Scroll for Shield for Defense 10%            ,     300,      1,       1,       1
  1210101, Ribbon Pig                    ,       0, 4000002, Pig's Ribbon                                 ,  600000,      1,       1,       1
  1210101, Ribbon Pig                    ,       0, 4000021, Leather                                      ,   50000,      1,       1,       1
  1210101, Ribbon Pig                    ,       0, 4003004, Stiff Feather                                ,  200000,      1,       1,       1
  1210101, Ribbon Pig                    ,       0, 4010002, Mithril Ore                                  ,    9000,      1,       1,       1
  1210101, Ribbon Pig                    ,       0, 4020001, Amethyst Ore                                 ,    9000,      1,       1,       1
  1210102, Orange Mushroom               ,       0,       0, Meso                                         ,  400000,     16,      24,      20
  1210102, Orange Mushroom               ,       0, 1002043, Bronze Koif                                  ,    1287,      1,       1,       1
  1210102, Orange Mushroom               ,       0, 1052095, Brown Rocky Suit                             ,     700,      1,       1,       1
  1210102, Orange Mushroom               ,       0, 1072004, White Gomushin                               ,     800,      1,       1,       1
  1210102, Orange Mushroom               ,       0, 1072015, Brown Hard Leather Boots                     ,     800,      1,       1,       1
  1210102, Orange Mushroom               ,       0, 1072031, Red Ninja Sandals                            ,     800,      1,       1,       1
  1210102, Orange Mushroom               ,       0, 1082012, Basic Archer Gloves                          ,    1000,      1,       1,       1
  1210102, Orange Mushroom               ,       0, 1312000, Double Axe                                   ,     700,      1,       1,       1
  1210102, Orange Mushroom               ,       0, 1432000, Spear                                        ,     500,      1,       1,       1
  1210102, Orange Mushroom               ,       0, 2000000, Red Potion                                   ,   20000,      1,       1,       1
  1210102, Orange Mushroom               ,       0, 2040001, Scroll for Helmet for Defense 60%            ,     750,      1,       1,       1
  1210102, Orange Mushroom               ,       0, 2040705, Scroll for Shoes for Jump 10%                ,     300,      1,       1,       1
