InGame,DropperID,MobName,isBoss,Enable,QuestID,ItemID,ServerItemName,ItemName,Chance,MinQTY,MaxQTY,AvgQty,,,,,,,,,,,,,,,,
TRUE,120100,Shroom,FALSE,TRUE,0,1002610,Brown Rocky Bandana,Brown Rocky Bandana,1287,1,1,1,,,,,,,,,,,,,,,,
TRUE,120100,Shroom,FALSE,TRUE,0,1060007,Jean Capris,Jean Capris,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,120100,Shroom,FALSE,TRUE,0,1061009,Green Avelin Skirt,Green Avelin Skirt,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,120100,Shroom,FALSE,TRUE,0,1062000,Ice Jeans,Ice Jeans,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,120100,Shroom,FALSE,TRUE,0,1312004,Hand Axe,Hand Axe,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,120100,Shroom,FALSE,TRUE,0,1332006,Field Dagger,Field Dagger,500,1,1,1,,,,,,,,,,,,,,,,
TRUE,120100,Shroom,FALSE,TRUE,0,2000000,Red Potion,Red Potion,20000,1,1,1,,,,,,,,,,,,,,,,
TRUE,120100,Shroom,FALSE,TRUE,0,2010009,Green Apple,Green Apple,20000,1,1,1,,,,,,,,,,,,,,,,
TRUE,120100,Shroom,FALSE,TRUE,0,2041004,Scroll for Cape for Defense 60%,Scroll for Cape for Defense 60%,300,1,1,1,,,,,,,,,,,,,,,,
TRUE,120100,Shroom,FALSE,TRUE,0,4000011,Mushroom Spore,Mushroom Spore,600000,1,1,1,,,,,,,,,,,,,,,,
TRUE,120100,Shroom,FALSE,TRUE,0,4010002,Mithril Ore,Mithril Ore,9000,1,1,1,,,,,,,,,,,,,,,,
TRUE,120100,Shroom,FALSE,TRUE,0,4020002,AquaMarine Ore,AquaMarine Ore,9000,1,1,1,,,,,,,,,,,,,,,,
TRUE,130100,Stump,FALSE,TRUE,0,0,Meso,Meso,400000,12,18,15,,,,,,,,,,,,,,,,
TRUE,130100,Stump,FALSE,TRUE,0,1041002,White Tubetop,White Tubetop,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,130100,Stump,FALSE,TRUE,0,1061014,Rookie Pants,Rookie Pants,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,130100,Stump,FALSE,TRUE,0,1072007,Brown High Boots,Brown High Boots,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,130100,Stump,FALSE,TRUE,0,1072008,Bronze Aroa Boots,Bronze Aroa Boots,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,130100,Stump,FALSE,TRUE,0,1082003,Juno,Juno,1000,1,1,1,,,,,,,,,,,,,,,,
TRUE,130100,Stump,FALSE,TRUE,0,1322005,Wooden Club,Wooden Club,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,130100,Stump,FALSE,TRUE,0,1332000,Triangular Zamadar,Triangular Zamadar,500,1,1,1,,,,,,,,,,,,,,,,
TRUE,130100,Stump,FALSE,TRUE,0,1452003,Composite Bow,Composite Bow,500,1,1,1,,,,,,,,,,,,,,,,
TRUE,130100,Stump,FALSE,TRUE,0,1482001,Leather Arms,Leather Arms,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,130100,Stump,FALSE,TRUE,0,1492000,Pistol,Pistol,500,1,1,1,,,,,,,,,,,,,,,,
TRUE,130100,Stump,FALSE,TRUE,0,2000000,Red Potion,Red Potion,20000,1,1,1,,,,,,,,,,,,,,,,
TRUE,130100,Stump,FALSE,TRUE,0,2010009,Green Apple,Green Apple,20000,1,1,1,,,,,,,,,,,,,,,,
TRUE,130100,Stump,FALSE,TRUE,0,2040402,Scroll for Topwear for Defense 10%,Scroll for Topwear for Defense 10%,300,1,1,1,,,,,,,,,,,,,,,,
TRUE,130100,Stump,FALSE,TRUE,0,2041005,Scroll for Cape for Defense 10%,Scroll for Cape for Defense 10%,300,1,1,1,,,,,,,,,,,,,,,,
TRUE,130100,Stump,FALSE,TRUE,0,4000003,Tree Branch,Tree Branch,600000,1,1,1,,,,,,,,,,,,,,,,
TRUE,130100,Stump,FALSE,TRUE,0,4010003,Adamantium Ore,Adamantium Ore,9000,1,1,1,,,,,,,,,,,,,,,,
TRUE,130100,Stump,FALSE,TRUE,0,4020003,Emerald Ore,Emerald Ore,9000,1,1,1,,,,,,,,,,,,,,,,
TRUE,130101,Red Snail,FALSE,TRUE,0,0,Meso,Meso,400000,12,18,15,,,,,,,,,,,,,,,,
TRUE,130101,Red Snail,FALSE,TRUE,0,1032003,Amethyst Earrings,Amethyst Earrings,1000,1,1,1,,,,,,,,,,,,,,,,
TRUE,130101,Red Snail,FALSE,TRUE,0,1041006,Yellow T-Shirt,Yellow T-Shirt,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,130101,Red Snail,FALSE,TRUE,0,1052095,Brown Rocky Suit,Brown Rocky Suit,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,130101,Red Snail,FALSE,TRUE,0,1060022,Red Cloth Pants,Red Cloth Pants,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,130101,Red Snail,FALSE,TRUE,0,1061029,Red Cloth Pants,Red Cloth Pants,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,130101,Red Snail,FALSE,TRUE,0,1072005,Leather Sandals,Leather Sandals,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,130101,Red Snail,FALSE,TRUE,0,1072060,Brown Woodsman Boots,Brown Woodsman Boots,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,130101,Red Snail,FALSE,TRUE,0,1082029,Brown Duo,Brown Duo,1000,1,1,1,,,,,,,,,,,,,,,,
TRUE,130101,Red Snail,FALSE,TRUE,0,1302000,Sword,Sword,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,130101,Red Snail,FALSE,TRUE,0,1322007,Leather Purse,Leather Purse,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,130101,Red Snail,FALSE,TRUE,0,1372002,Metal Wand,Metal Wand,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,130101,Red Snail,FALSE,TRUE,0,1402001,Wooden Sword,Wooden Sword,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,130101,Red Snail,FALSE,TRUE,0,2000000,Red Potion,Red Potion,20000,1,1,1,,,,,,,,,,,,,,,,
TRUE,130101,Red Snail,FALSE,TRUE,0,2010009,Green Apple,Green Apple,20000,1,1,1,,,,,,,,,,,,,,,,
TRUE,130101,Red Snail,FALSE,TRUE,0,2040502,Scroll for Overall Armor for DEX 10%,Scroll for Overall Armor for DEX 10%,300,1,1,1,,,,,,,,,,,,,,,,
TRUE,130101,Red Snail,FALSE,TRUE,0,2041003,Scroll for Cape for Defense 100%,Scroll for Cape for Defense 100%,300,1,1,1,,,,,,,,,,,,,,,,
TRUE,130101,Red Snail,FALSE,TRUE,0,4000016,Red Snail Shell,Red Snail Shell,600000,1,1,1,,,,,,,,,,,,,,,,
TRUE,130101,Red Snail,FALSE,TRUE,0,4010004,Silver Ore,Silver Ore,9000,1,1,1,,,,,,,,,,,,,,,,
TRUE,130101,Red Snail,FALSE,TRUE,0,4020004,Opal Ore,Opal Ore,9000,1,1,1,,,,,,,,,,,,,,,,
TRUE,210100,Slime,FALSE,TRUE,0,0,Meso,Meso,400000,12,18,15,,,,,,,,,,,,,,,,
TRUE,210100,Slime,FALSE,TRUE,0,1002019,White Bandana,White Bandana,1287,1,1,1,,,,,,,,,,,,,,,,
TRUE,210100,Slime,FALSE,TRUE,0,1060002,Blue Jean Shorts,Blue Jean Shorts,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,210100,Slime,FALSE,TRUE,0,1072008,Bronze Aroa Boots,Bronze Aroa Boots,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,210100,Slime,FALSE,TRUE,0,1072023,Beige Nitty,Beige Nitty,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,210100,Slime,FALSE,TRUE,0,1082019,Lemona,Lemona,1000,1,1,1,,,,,,,,,,,,,,,,
TRUE,210100,Slime,FALSE,TRUE,0,1322007,Leather Purse,Leather Purse,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,210100,Slime,FALSE,TRUE,0,1412001,Metal Axe,Metal Axe,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,210100,Slime,FALSE,TRUE,0,1412002,Iron Axe,Iron Axe,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,210100,Slime,FALSE,TRUE,0,1412012,Chopping Axe,Iron Axe,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,210100,Slime,FALSE,TRUE,0,1432000,Spear,Spear,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,210100,Slime,FALSE,TRUE,0,1432001,Fork on a Stick,Fork on a Stick,500,1,1,1,,,,,,,,,,,,,,,,
TRUE,210100,Slime,FALSE,TRUE,0,1442029,Gold Surfboard,Gold Surfboard,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,210100,Slime,FALSE,TRUE,0,1482000,Steel Knuckler,Steel Knuckler,500,1,1,1,,,,,,,,,,,,,,,,
TRUE,210100,Slime,FALSE,TRUE,0,2000000,Red Potion,Red Potion,20000,1,1,1,,,,,,,,,,,,,,,,
TRUE,210100,Slime,FALSE,TRUE,0,2010009,Green Apple,Green Apple,20000,1,1,1,,,,,,,,,,,,,,,,
TRUE,210100,Slime,FALSE,TRUE,0,2040505,Scroll for Overall Armor for Defense 10%,Scroll for Overall Armor for Defense 10%,750,1,1,1,,,,,,,,,,,,,,,,
TRUE,210100,Slime,FALSE,TRUE,0,2040602,Scroll for Bottomwear for Defense 10%,Scroll for Bottomwear for Defense 10%,300,1,1,1,,,,,,,,,,,,,,,,
TRUE,210100,Slime,FALSE,TRUE,0,2041018,Scroll for Cape for DEX 100%,Scroll for Cape for DEX 100%,300,1,1,1,,,,,,,,,,,,,,,,
TRUE,210100,Slime,FALSE,TRUE,0,2041045,Scroll for Cape for Defense 15%,Scroll for Cape for Defense 15%,750,1,1,1,,,,,,,,,,,,,,,,
TRUE,210100,Slime,FALSE,TRUE,0,4000004,Squishy Liquid,Squishy Liquid,600000,1,1,1,,,,,,,,,,,,,,,,
TRUE,210100,Slime,FALSE,TRUE,0,4000010,Slime Bubble,Slime Bubble,600000,1,1,1,,,,,,,,,,,,,,,,
TRUE,210100,Slime,FALSE,TRUE,0,4010005,Orihalcon Ore,Orihalcon Ore,9000,1,1,1,,,,,,,,,,,,,,,,
TRUE,210100,Slime,FALSE,TRUE,0,4020005,Sapphire Ore,Sapphire Ore,9000,1,1,1,,,,,,,,,,,,,,,,
TRUE,1072000,Witchgrass,#N/A,TRUE,2086,4031165,Witchgrass Leaf,Witchgrass Leaf,300000,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110100,Green Mushroom,FALSE,TRUE,0,0,Meso,Meso,400000,28,42,35,,,,,,,,,,,,,,,,
TRUE,1110100,Green Mushroom,FALSE,TRUE,0,1002010,Brown Winter Hat,Brown Winter Hat,1287,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110100,Green Mushroom,FALSE,TRUE,0,1002033,Old Wisconsin,Old Wisconsin,1287,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110100,Green Mushroom,FALSE,TRUE,0,1002143,Green Matty,Green Matty,1287,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110100,Green Mushroom,FALSE,TRUE,0,1032001,Single Earring,Single Earring,1000,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110100,Green Mushroom,FALSE,TRUE,0,1041017,Purple Arianne,Purple Arianne,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110100,Green Mushroom,FALSE,TRUE,0,1041018,Green Arianne,Green Arianne,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110100,Green Mushroom,FALSE,TRUE,0,1041044,Red Nightshift,Red Nightshift,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110100,Green Mushroom,FALSE,TRUE,0,1041063,Grey Able Armor,Grey Able Armor,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110100,Green Mushroom,FALSE,TRUE,0,1060031,Blue Pao Bottom,Blue Pao Bottom,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110100,Green Mushroom,FALSE,TRUE,0,1061012,Purple Arianne Skirt,Purple Arianne Skirt,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110100,Green Mushroom,FALSE,TRUE,0,1061037,Red Nightshift Pants,Red Nightshift Pants,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110100,Green Mushroom,FALSE,TRUE,0,1061059,Grey Able Skirt,Grey Able Skirt,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110100,Green Mushroom,FALSE,TRUE,0,1072285,Brown Lagger Slipper,Brown Lagger Slipper,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110100,Green Mushroom,FALSE,TRUE,0,1092008,Pan Lid,Pan Lid,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110100,Green Mushroom,FALSE,TRUE,0,1302007,Long Sword,Long Sword,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110100,Green Mushroom,FALSE,TRUE,0,1322000,Mace,Mace,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110100,Green Mushroom,FALSE,TRUE,0,1412002,Iron Axe,Iron Axe,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110100,Green Mushroom,FALSE,TRUE,0,1412012,Chopping Axe,Iron Axe,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110100,Green Mushroom,FALSE,TRUE,0,1432005,Zeco,Zeco,500,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110100,Green Mushroom,FALSE,TRUE,0,1442013,Aqua Snowboard,Aqua Snowboard,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110100,Green Mushroom,FALSE,TRUE,0,1452003,Composite Bow,Composite Bow,500,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110100,Green Mushroom,FALSE,TRUE,0,1462002,Battle Crossbow,Battle Crossbow,500,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110100,Green Mushroom,FALSE,TRUE,0,1482001,Leather Arms,Leather Arms,500,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110100,Green Mushroom,FALSE,TRUE,0,2000000,Red Potion,Red Potion,20000,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110100,Green Mushroom,FALSE,TRUE,0,2000001,Orange Potion,Orange Potion,20000,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110100,Green Mushroom,FALSE,TRUE,0,2000003,Blue Potion,Blue Potion,20000,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110100,Green Mushroom,FALSE,TRUE,0,2040706,Scroll for Shoes for Mobility 100%,Scroll for Shoes for Mobility 100%,750,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110100,Green Mushroom,FALSE,TRUE,0,2040902,Scroll for Shield for Defense 10%,Scroll for Shield for Defense 10%,750,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110100,Green Mushroom,FALSE,TRUE,0,2041020,Scroll for Cape for DEX 10%,Scroll for Cape for DEX 10%,750,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110100,Green Mushroom,FALSE,TRUE,0,2043102,Scroll for One-Handed Axe for ATT 10%,Scroll for One-Handed Axe for ATT 10%,300,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110100,Green Mushroom,FALSE,TRUE,0,2044701,Scroll for Claw for ATT 60%,Scroll for Claw for ATT 60%,750,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110100,Green Mushroom,FALSE,TRUE,0,4000012,Green Mushroom Cap,Green Mushroom Cap,600000,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110100,Green Mushroom,FALSE,TRUE,0,4010004,Silver Ore,Silver Ore,9000,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110100,Green Mushroom,FALSE,TRUE,0,4010005,Orihalcon Ore,Orihalcon Ore,7000,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110100,Green Mushroom,FALSE,TRUE,0,4020002,AquaMarine Ore,AquaMarine Ore,9000,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110100,Green Mushroom,FALSE,TRUE,0,4020003,Emerald Ore,Emerald Ore,9000,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110100,Green Mushroom,FALSE,TRUE,2065,4031146,Animal Fossil,Animal Fossil,1000000,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110101,Dark Stump,FALSE,TRUE,0,0,Meso,Meso,400000,20,30,25,,,,,,,,,,,,,,,,
TRUE,1110101,Dark Stump,FALSE,TRUE,0,1002039,Bronze Helmet,Bronze Helmet,1287,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110101,Dark Stump,FALSE,TRUE,0,1002613,Brown Lagger Cap,Brown Lagger Cap,1287,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110101,Dark Stump,FALSE,TRUE,0,1032001,Single Earring,Single Earring,1000,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110101,Dark Stump,FALSE,TRUE,0,1041018,Green Arianne,Green Arianne,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110101,Dark Stump,FALSE,TRUE,0,1041061,Yellow Avelin,Yellow Avelin,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110101,Dark Stump,FALSE,TRUE,0,1061013,Green Arianne Skirt,Green Arianne Skirt,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110101,Dark Stump,FALSE,TRUE,0,1061057,Yellow Avelin Skirt,Yellow Avelin Skirt,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110101,Dark Stump,FALSE,TRUE,0,1092003,Stolen Fence,Stolen Fence,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110101,Dark Stump,FALSE,TRUE,0,1302006,Machete,Machete,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110101,Dark Stump,FALSE,TRUE,0,1382000,Wooden Staff,Wooden Staff,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110101,Dark Stump,FALSE,TRUE,0,1442000,Pole Arm,Pole Arm,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110101,Dark Stump,FALSE,TRUE,0,1482000,Steel Knuckler,Steel Knuckler,500,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110101,Dark Stump,FALSE,TRUE,0,2000000,Red Potion,Red Potion,20000,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110101,Dark Stump,FALSE,TRUE,0,2000001,Orange Potion,Orange Potion,20000,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110101,Dark Stump,FALSE,TRUE,0,2000003,Blue Potion,Blue Potion,20000,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110101,Dark Stump,FALSE,TRUE,0,2040802,Scroll for Gloves for Accuracy 10%,Scroll for Gloves for Accuracy 10%,300,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110101,Dark Stump,FALSE,TRUE,0,4000005,Leaf,Leaf,600000,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110101,Dark Stump,FALSE,TRUE,0,4010001,Steel Ore,Steel Ore,9000,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110101,Dark Stump,FALSE,TRUE,0,4020000,Garnet Ore,Garnet Ore,9000,1,1,1,,,,,,,,,,,,,,,,
TRUE,1110101,Dark Stump,FALSE,TRUE,2145,4031773,Dry Branch,Dry Branch,80000,1,1,1,,,,,,,,,,,,,,,,
TRUE,1120100,Octopus,FALSE,TRUE,0,0,Meso,Meso,400000,24,36,30,,,,,,,,,,,,,,,,
TRUE,1120100,Octopus,FALSE,TRUE,0,1032001,Single Earring,Single Earring,1000,1,1,1,,,,,,,,,,,,,,,,
TRUE,1120100,Octopus,FALSE,TRUE,0,1040037,Brown Corporal,Brown Corporal,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,1120100,Octopus,FALSE,TRUE,0,1041026,Yellow Arianne,Yellow Arianne,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,1120100,Octopus,FALSE,TRUE,0,1060027,Brown Corporal Pants,Brown Corporal Pants,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,1120100,Octopus,FALSE,TRUE,0,1061022,Yellow Arianne Skirt,Yellow Arianne Skirt,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,1120100,Octopus,FALSE,TRUE,0,1092000,Steel Shield,Steel Shield,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,1120100,Octopus,FALSE,TRUE,0,1092007,Battle Shield,Battle Shield,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,1120100,Octopus,FALSE,TRUE,0,1422000,Wooden Mallet,Wooden Mallet,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,1120100,Octopus,FALSE,TRUE,0,1442013,Aqua Snowboard,Aqua Snowboard,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,1120100,Octopus,FALSE,TRUE,0,1482001,Leather Arms,Leather Arms,500,1,1,1,,,,,,,,,,,,,,,,
TRUE,1120100,Octopus,FALSE,TRUE,0,2000000,Red Potion,Red Potion,20000,1,1,1,,,,,,,,,,,,,,,,
TRUE,1120100,Octopus,FALSE,TRUE,0,2000003,Blue Potion,Blue Potion,20000,1,1,1,,,,,,,,,,,,,,,,
TRUE,1120100,Octopus,FALSE,TRUE,0,2043002,Scroll for One-Handed Sword for ATT 10%,Scroll for One-Handed Sword for ATT 10%,300,1,1,1,,,,,,,,,,,,,,,,
TRUE,1120100,Octopus,FALSE,TRUE,0,4000006,Octopus Leg,Octopus Leg,600000,1,1,1,,,,,,,,,,,,,,,,
TRUE,1120100,Octopus,FALSE,TRUE,0,4010003,Adamantium Ore,Adamantium Ore,9000,1,1,1,,,,,,,,,,,,,,,,
TRUE,1120100,Octopus,FALSE,TRUE,0,4020002,AquaMarine Ore,AquaMarine Ore,9000,1,1,1,,,,,,,,,,,,,,,,
